County + State,Total number of voters,Result,% bachelor's degree 2014-18,Population Change 2010-2019,Percent in Poverty,Estimate Median Household Income,Known Number of Cases per 100k
"Monroe,OH","7,066",77,11.9,0.93463,14.1,"46,314","1,904.20"
"Washington,KS","2,827",83,20.3,0.93449,12.4,"48,104","4,421.00"
"Hodgeman,KS","1,033",85,28.4,0.93438,11.7,"54,058","6,744.70"
"Swisher,TX","2,353",79,12.8,0.93420,19.2,"43,084","2,974.20"
"Golden Valley,MT",503,83.5,25.9,0.93402,18.9,"38,782","2,679.70"
"Nicholas,WV","10,570",79,15.2,0.93393,19,"38,572","1,147.10"
"Henry,VA","25,817",65,12.8,0.93391,20,"36,471","3,267.60"
"Dickinson,KS","9,243",77,22.1,0.93390,10.9,"50,605","3,433.30"
"Red River,TX","5,800",78,12.6,0.93390,18.2,"42,233","1,788.20"
"Carbon,WY","6,662",77,20.3,0.93387,13.4,"61,773","3,554.10"
"Greene,IL","6,224",78,12.4,0.93369,13.9,"47,314","5,335.80"
"Newton,AR","3,998",81,16.2,0.93365,17.4,"36,078","5,081.90"
"Pope,IL","2,172",80,13.4,0.93362,18.6,"43,053","1,580.10"
"Little River,AR","5,178",74,11.4,0.93352,16,"43,559","4,796.50"
"Miner,SD","1,138",71,20.2,0.93345,11.5,"50,123","8,032.50"
"Orangeburg,SC","41,143",34,19.5,0.93343,25.9,"37,134","4,192.60"
"Worth,GA","9,281",74,10.4,0.93339,20.5,"48,708","3,072.10"
"Bureau,IL","17,182",61,19.7,0.93332,11.6,"56,099","5,581.10"
"Sierra,CA","1,904",61,18.7,0.93323,13.3,"52,308",565.7
"Lancaster,VA","7,123",53,30.9,0.93320,12.3,"52,814","2,103.20"
"Linn,MO","5,700",77,15.4,0.93315,16.7,"44,992","2,349.00"
"Carroll,OH","13,957",76,13.6,0.93302,12.9,"50,002","1,319.00"
"Norman,MN","3,425",58,18.4,0.93297,10.9,"48,799","4,345.10"
"Danville,VA","19,154",39,18.4,0.93290,25.6,"36,015","3,668.50"
"Seward,KS","5,093",65,11.1,0.93287,15.1,"50,671","12,264.30"
"Brunswick,VA","7,906",43,14.3,0.93271,22.5,"41,803","2,791.00"
"Trego,KS","1,603",85,22.8,0.93247,11.6,"48,520","6,243.30"
"Scott,VA","10,763",84,14.4,0.93246,18.5,"40,161","3,055.70"
"Miller,GA","2,830",74,12.3,0.93233,22.4,"42,483","5,998.60"
"Covington,VA","2,591",62,15.3,0.93232,15.4,"40,504","1,986.30"
"Jefferson,OK","2,382",86,13.9,0.93228,24.7,"37,338","2,332.60"
"Tyler,WV","3,873",83,13.9,0.93198,15.5,"46,054","1,338.60"
"Deuel,NE","1,082",85,15.8,0.93195,11.8,"47,097","1,728.00"
"Shelby,MO","3,355",82,17,0.93166,14.3,"44,564","2,900.50"
"Monona,IA","4,695",70,16.7,0.93155,13.9,"50,530","4,109.10"
"Yellow Medicine,MN","5,521",69,16.1,0.93150,11.7,"56,528","5,139.60"
"Barton,KS","10,976",78,18.4,0.93149,14.5,"49,991","5,322.20"
"Harrison,MO","3,825",84,16.2,0.93142,15.5,"40,639","4,190.60"
"Adair,IA","4,183",71,15.4,0.93137,9.7,"54,282","5,285.20"
"Ohio,WV","19,674",63,30.8,0.93117,12.5,"48,689","2,854.30"
"Dougherty,GA","35,103",30,21.4,0.93062,29.5,"38,806","3,846.20"
"Webster,LA","18,215",66,15.1,0.93061,26,"35,070","4,611.40"
"Hale,AL","7,922",41,14.1,0.93052,25.6,"34,724","6,122.40"
"Pulaski,GA","4,059",70,12.4,0.93049,23.9,"40,582","3,277.40"
"Susquehanna,PA","21,324",71,17.8,0.93046,12.8,"52,573","1,262.20"
"Union,AR","16,548",65,20.8,0.93046,18.2,"45,335","3,601.20"
"Fillmore,NE","3,105",77,19.9,0.93034,8.9,"56,697","5,071.40"
"San Augustine,TX","3,998",76,13.3,0.93031,22.2,"38,826","3,083.60"
"Mitchell,GA","8,956",56,11.1,0.93026,29.3,"36,788","4,015.90"
"Marion,SC","14,661",40,14.4,0.93024,25.5,"34,365","4,155.70"
"Bladen,NC","17,009",57,15.1,0.93010,29.1,"36,976","3,740.60"
"Calhoun,IL","2,767",75,13.6,0.92995,11,"56,099","4,093.70"
"Phillips,MT","2,384",82,20.5,0.92992,15.2,"44,730","6,069.80"
"Owsley,KY","1,876",89,16.2,0.92987,39.2,"26,278","3,646.70"
"Van Buren,IA","3,795",77,14.1,0.92966,13.1,"47,905","4,400.90"
"Coal,OK","2,523",84,17.6,0.92962,22.6,"39,396","4,185.60"
"Sutton,TX","1,557",79,17.7,0.92959,14.2,"54,774","4,581.60"
"Raleigh,WV","32,640",75,18.3,0.92957,20.7,"41,298","1,773.40"
"Scott,IL","2,730",78,15,0.92942,10.3,"55,198","4,100.20"
"Phillips,KS","3,278",88,22.3,0.92933,12.4,"47,405","6,457.80"
"Christian,IL","16,094",73,16.6,0.92926,12.5,"52,936","5,048.90"
"Carroll,IL","7,999",65,18.1,0.92926,11.4,"51,963","6,578.10"
"Hand,SD","1,836",79,23.3,0.92924,9.8,"52,568","8,022.60"
"Butler,AL","9,466",58,16.1,0.92910,24.5,"37,365","5,723.00"
"Sussex,VA","5,081",44,12.6,0.92907,22.9,"43,031","5,896.60"
"Bullock,AL","4,603",25,13.3,0.92874,42.5,"29,267","6,732.00"
"Franklin,VA","29,459",71,21.1,0.92866,15.3,"53,522","6,652.40"
"Franklin,VA","29,459",71,21.1,0.92866,18.3,"37,327","6,652.40"
"Franklin,VA","29,459",71,20.5,0.92866,15.3,"53,522","6,652.40"
"Franklin,VA","29,459",71,20.5,0.92866,18.3,"37,327","6,652.40"
"Franklin,VA","29,459",71,21.1,0.92866,18.3,"37,327","2,396.40"
"Franklin,VA","29,459",71,20.5,0.92866,15.3,"53,522","2,396.40"
"Franklin,VA","29,459",71,20.5,0.92866,18.3,"37,327","2,396.40"
"Franklin,VA","29,459",71,21.1,0.92866,15.3,"53,522","2,396.40"
"Haskell,KS","1,379",81,16.3,0.92862,10.5,"60,808","5,771.20"
"Jones,NC","5,484",60,13.1,0.92862,16.2,"43,302","2,441.90"
"Calhoun,WV","2,948",80,11,0.92855,22.8,"36,384",689.3
"Smith,KS","2,089",84,19.1,0.92824,12.2,"41,899","2,651.40"
"Ellis,OK","1,871",91,20,0.92809,12.7,"51,867","2,746.80"
"San Miguel,NM","11,447",31,22.7,0.92801,28.2,"35,292","1,202.50"
"Vermilion,IL","21,672",75,15.1,0.92795,19.3,"44,638","4,155.30"
"Wayne,WV","16,735",76,15.1,0.92785,20.9,"38,704","2,190.20"
"Early,GA","5,184",53,15.6,0.92780,26.5,"34,984","5,829.20"
"Red River,LA","4,132",60,13.9,0.92779,23.1,"36,865","6,503.20"
"Cherokee,IA","6,495",70,21.4,0.92775,9.4,"56,312","6,132.60"
"Montgomery,IA","5,313",70,17.5,0.92769,13.9,"49,966","3,983.10"
"Renville,MN","8,115",69,14.4,0.92757,10.5,"59,787","3,986.80"
"Hancock,IL","6,565",82,21.3,0.92756,11.1,"53,553","4,743.60"
"White,IL","1,870",85,15.2,0.92738,12.3,"49,507","3,501.50"
"Edgar,IL","8,152",77,16.7,0.92722,13.5,"51,577","3,735.20"
"Pulaski,IN","5,813",74,12.5,0.92719,12.2,"49,730","2,792.80"
"Wilcox,GA","3,281",74,11.4,0.92710,30.8,"35,961","3,126.80"
"Seminole,GA","3,877",68,14.4,0.92701,25.4,"36,869","5,574.80"
"McCormick,SC","5,695",53,20.2,0.92693,18.6,"44,683","3,297.10"
"Lake of the Woods,MN","2,400",72,19.3,0.92689,10.4,"52,058","2,085.60"
"Castro,TX","2,082",78,14.8,0.92666,17.5,"45,689","5,498.00"
"Greensville,VA","4,551",42,9,0.92660,26.7,"43,533","8,159.80"
"Robertson,KY","1,144",78,16,0.92659,19.1,"45,146","3,178.40"
"Cherokee,KS","8,925",75,19.1,0.92628,16.5,"44,475","5,010.30"
"Washington,AL","8,861",75,11.1,0.92625,17.6,"44,424","5,414.70"
"Fulton,IL","16,517",61,17.6,0.92621,14.2,"51,258","3,311.00"
"Jackson,OK","8,219",79,20.9,0.92618,15.3,"47,747","6,534.90"
"Logan,ND","1,066",88,16.4,0.92593,12.9,"50,141","8,162.20"
"Jackson,AR","5,076",72,10.2,0.92590,25.6,"36,573","8,756.50"
"Allen,KS","7,484",75,20.4,0.92562,18.9,"44,423","2,288.00"
"Bienville,LA","7,049",56,12.4,0.92556,26.9,"34,047","5,362.10"
"Lawrence,IL","6,379",77,13.5,0.92550,17.5,"43,767","4,541.40"
"Greeley,NE","1,256",82,17.4,0.92537,12.8,"45,221","4,202.00"
"Hooker,NE",442,86,23.9,0.92537,8.3,"46,220","6,158.40"
"Lauderdale,TN","8,963",64,8.8,0.92468,24.9,"38,849","7,537.20"
"Cottle,TX",665,82.5,15.3,0.92460,21.2,"38,304","3,505.00"
"Lincoln,AR","3,870",72,8.9,0.92441,27.5,"44,951","18,266.30"
"Prairie,AR","3,465",81,15.1,0.92433,15.8,"43,245","4,093.30"
"Roberts,TX",550,96.5,26.3,0.92424,7.8,"67,470","2,927.40"
"Concordia,LA","8,828",64,12.8,0.92418,27.2,"35,840","4,304.50"
"Roosevelt,NM","6,600",72,25.1,0.92417,22.6,"41,700","4,286.50"
"Calhoun,GA","2,193",43,9.4,0.92415,37.2,"33,393","4,362.60"
"Mora,NM","2,683",35,11.2,0.92397,23.5,"34,491",641.5
"Bland,VA","3,451",85,17.4,0.92367,14.1,"47,681","1,767.50"
"Bond,IL","8,109",71,21.8,0.92348,13.8,"54,800","5,326.90"
"Griggs,ND","1,248",74,25.9,0.92343,9.2,"54,250","8,874.90"
"Kanawha,WV","82,001",58,24.9,0.92332,17.1,"41,926","2,770.00"
"Dickey,ND","2,408",74,26.7,0.92308,11.1,"53,286","10,447.50"
"Cloud,KS","4,141",78,22.5,0.92300,16,"44,467","5,338.00"
"Marshall,WV","13,666",75,18.5,0.92255,13.9,"50,064","2,983.90"
"Nelson,ND","1,774",66,22.7,0.92246,10.8,"50,093","11,080.20"
"Osceola,IA","3,325",82,18.1,0.92243,9.4,"60,627","7,838.20"
"Kiowa,OK","3,421",79,17.4,0.92226,16.9,"37,831","3,226.90"
"Traverse,MN","1,864",64,17,0.92218,13.1,"49,773","3,344.60"
"Hardeman,TN","10,058",58,11.4,0.92201,23.5,"37,834","8,654.70"
"Lauderdale,MS","25,970",62,20,0.92200,25.5,"40,077","4,268.50"
"Barnwell,SC","10,313",54,11.5,0.92172,22.4,"38,131","4,485.80"
"Venango,PA","26,198",71,17.6,0.92171,15,"45,761","1,284.80"
"Coleman,TX","4,125",89,15.6,0.92165,19.3,"39,484","2,104.00"
"Delaware,NY","18,712",65,21.9,0.92163,15.9,"47,382",659.3
"Cass,IA","7,265",69,19.6,0.92160,12.6,"50,356","5,297.60"
"Lamb,TX","4,394",81,15.9,0.92139,20,"42,700","6,926.20"
"Fayette,WV","16,794",70,15.2,0.92127,22.5,"37,867","2,351.10"
"Morrill,NE","2,557",84,18.1,0.92121,14.5,"49,151","5,902.60"
"Hale,TX","9,560",76,16.5,0.92106,18.4,"42,782","10,932.20"
"Blackford,IN","5,354",73,13.6,0.92068,14.1,"45,161","3,750.60"
"Russell,VA","13,324",82,13.5,0.92063,21.5,"38,966","2,742.00"
"Dawson,TX","3,789",79,12.5,0.92058,22.9,"43,726","8,862.40"
"Wheeler,OR",963,75.5,14,0.92053,19.2,"39,579",75.1
"Ford,IL","6,809",74,20.2,0.92046,9.7,"55,357","4,667.80"
"Arkansas,AR","6,284",70,15.5,0.91988,17.9,"43,887","5,038.30"
"Haywood,TN","7,420",46,12.6,0.91984,20.5,"39,574","8,865.00"
"Greer,OK","1,972",83,13.5,0.91981,26,"37,445","3,729.00"
"Mississippi,MO","4,756",75,12.4,0.91975,26.8,"34,735","5,189.70"
"Hartley,TX","2,076",90,17.2,0.91953,9.5,"72,451","3,586.80"
"Cross,AR","6,911",73,15.4,0.91921,18,"41,214","4,409.50"
"Roane,WV","5,745",74,12.4,0.91897,22.1,"36,658","1,030.10"
"Nuckolls,NE","2,296",82,19.1,0.91892,11,"46,954","4,098.40"
"Pawnee,KS","2,712",76,18.8,0.91891,14.2,"47,039","8,559.40"
"Grant,NM","14,357",47,27.3,0.91883,20.7,"38,341","1,355.70"
"Pembina,ND","3,303",75,20.4,0.91881,10.3,"58,766","7,719.50"
"Clay,KY","6,498",93,9.5,0.91879,38.2,"28,146","4,331.40"
"Koochiching,MN","6,915",61,17.6,0.91844,14.9,"46,281","2,453.20"
"Franklin,NE","1,721",84,16.6,0.91831,13.4,"48,778","5,136.00"
"Halifax,NC","25,485",40,14.4,0.91812,22,"36,760","3,593.30"
"Cotton,OK","2,572",84,13.2,0.91802,16.2,"43,386","2,859.20"
"Emmons,ND","2,006",88,16.5,0.91787,13.3,"47,976","10,027.80"
"Livingston,IL","17,049",72,15.7,0.91749,12.6,"59,323","5,226.10"
"Hot Springs,WY","2,577",80,23.1,0.91727,13.5,"49,356","2,334.00"
"Nevada,AR","3,358",66,15.4,0.91719,21.3,"37,626","4,944.30"
"Alleghany,VA","8,152",72,15.4,0.91711,14.8,"46,538","1,742.90"
"Cleveland,AR","3,588",81,16.2,0.91691,15.5,"47,600","4,047.30"
"Ritchie,WV","4,269",86,10.5,0.91689,17.2,"43,717","1,109.50"
"Clarke,AL","13,102",56,12.6,0.91679,22.8,"40,741","6,477.00"
"McPherson,NE",301,92.5,24.9,0.91651,11.6,"53,207","3,036.40"
"Edwards,KS","1,413",81,17.9,0.91618,11.3,"46,962","4,610.40"
"Rush,KS","1,747",83,23.1,0.91611,13.8,"44,121","5,467.70"
"Guadalupe,NM","2,179",43,11.6,0.91587,24.3,"29,515","2,116.30"
"Throckmorton,TX",899,90.5,19,0.91580,14.3,"42,701","1,465.70"
"Potter,SD","1,380",83,21.8,0.91578,10.2,"54,722","10,357.60"
"Martin,NC","12,454",53,16.8,0.91569,20.3,"43,569","3,400.20"
"Webster,NE","1,876",82,22.6,0.91546,13.2,"45,058","4,731.90"
"Quitman,GA","1,106",55,9.1,0.91521,25.5,"33,908","1,913.90"
"Washakie,WY","4,012",83,21.5,0.91501,11.9,"55,190","3,510.60"
"Brooke,WV","10,631",72,19.4,0.91496,13.7,"48,342","2,073.90"
"Hyde,SD",710,80,22.5,0.91491,10.3,"52,496","8,301.30"
"Catahoula,LA","4,858",74,11.7,0.91491,26,"35,812","5,751.00"
"Lee,VA","9,929",85,11.4,0.91478,24.8,"34,796","3,317.30"
"Wells,ND","2,372",81,22.1,0.91460,11.4,"58,261","7,381.30"
"Magoffin,KY","5,440",77,9.7,0.91395,28.4,"30,950","2,836.90"
"Taylor,GA","3,418",67,11.2,0.91375,22.9,"36,310","3,192.00"
"Grant,KS","2,438",79,15.4,0.91374,10.9,"61,614","8,993.00"
"Lincoln,KS","1,566",82,22.6,0.91307,12.7,"44,439","1,586.80"
"Iroquois,IL","14,011",79,15.4,0.91290,9.9,"55,247","5,015.90"
"Barber,KS","2,313",87,18.3,0.91241,12.8,"47,634","3,704.50"
"Claiborne,LA","6,580",58,14.7,0.91237,32.7,"33,659","4,524.60"
"Martinsville,VA","5,978",37,21.3,0.91235,24.7,"33,892","4,739.50"
"Hampton,SC","9,279",43,11.4,0.91216,25.8,"35,871","4,333.60"
"Modoc,CA","3,805",71,15.9,0.91201,19.1,"45,227","1,199.00"
"Scott,AR","2,219",82,9.1,0.91184,20.2,"35,826","3,073.60"
"Mason,IL","6,756",70,15.4,0.91181,14.6,"48,764","4,139.50"
"Dunklin,MO","10,419",79,13.1,0.91177,26.1,"37,331","5,348.30"
"Surry,VA","4,455",46,17.6,0.91170,12.9,"54,663","2,398.00"
"Pierce,ND","2,378",73,19.2,0.91170,11.6,"47,360","8,603.80"
"Conecuh,AL","6,419",54,10.7,0.91168,24.4,"32,613","5,519.20"
"Boyd,NE","1,149",88,18.2,0.91164,13.9,"42,431","5,784.30"
"Breathitt,KY","5,667",76,14.3,0.91145,32.5,"31,182","2,193.20"
"Wetzel,WV","6,596",76,12.7,0.91110,18.3,"44,685","2,336.50"
"Labette,KS","8,411",68,17.8,0.91090,16,"44,571","3,675.20"
"Jefferson,GA","7,641",47,11,0.91066,22.3,"38,274","6,021.40"
"Quay,NM","3,873",69,15.8,0.91053,24.1,"33,085","2,047.70"
"Anson,NC","11,142",48,9.6,0.91040,20.5,"38,023","3,452.50"
"Prairie,MT",744,82,20.9,0.91040,13.5,"42,754","5,571.00"
"Hamilton,NY","2,825",69,19.3,0.91033,9.1,"59,020",792.6
"Kingman,KS","3,922",80,24.2,0.91027,11.1,"56,005","3,747.20"
"Emery,UT","4,816",88,14.7,0.90977,12.5,"54,213","2,257.30"
"Tyrrell,NC","1,812",58,9.7,0.90963,25.2,"36,765","3,386.50"
"McDonough,IL","12,290",59,32.4,0.90954,21.9,"42,887","4,713.30"
"Atchison,MO","2,814",79,22.5,0.90930,11.8,"49,122","3,499.90"
"Edgecombe,NC","25,227",37,12.7,0.90909,22.9,"38,818","4,567.50"
"Choctaw,AL","7,461",58,13,0.90902,22.1,"39,907","3,264.80"
"Warren,GA","2,681",44,13.4,0.90868,25.7,"38,352","3,426.00"
"Winn,LA","6,223",75,14.4,0.90858,22.8,"40,133","6,264.40"
"Harmon,OK",933,80.5,21.3,0.90825,23.9,"38,537","3,543.20"
"Pocahontas,IA","3,821",75,14.7,0.90808,11.1,"55,865","7,327.40"
"Pendleton,WV","3,646",77,14.2,0.90801,14.6,"40,415","1,262.70"
"Wilson,KS","3,898",81,14.4,0.90798,15.4,"45,697","2,651.00"
"Mitchell,TX","2,579",85,11.8,0.90788,21.4,"48,529","3,183.10"
"Galax,VA","2,625",70,12.4,0.90788,21.7,"36,571","8,082.60"
"Tillman,OK","2,708",78,17.7,0.90784,21.1,"41,186","3,558.60"
"Clay,WV","3,346",80,9.5,0.90771,25.1,"35,983","1,175.40"
"Cambria,PA","69,585",69,21.4,0.90751,14.7,"45,163","2,045.40"
"Clark,KS","1,042",86,31.5,0.90678,13.1,"51,235","4,764.30"
"Bell,KY","10,042",82,8.9,0.90675,31.3,"29,362","4,283.20"
"Clay,AR","5,178",80,11.6,0.90660,20.7,"37,687","5,099.30"
"Cochran,TX",996,81.5,8.2,0.90658,21.9,"42,873","5,222.60"
"Harding,NM",505,64,24.3,0.90580,16.7,"37,544",640
"Knott,KY","6,248",77,12.9,0.90529,32.1,"32,228","3,235.20"
"Coosa,AL","5,472",67,11.6,0.90518,18.9,"42,423","2,747.80"
"Sumter,AL","6,282",26,21.8,0.90510,34.7,"27,859","4,401.70"
"Henderson,IL","3,652",67,15.4,0.90508,11.3,"53,632","3,626.20"
"Twiggs,GA","4,438",54,9.4,0.90494,21.3,"42,054","2,955.70"
"St. Helena,LA","6,158",45,13.9,0.90489,19.6,"38,699","4,826.30"
"Harper,KS","2,247",86,17.1,0.90479,14.3,"45,570","4,819.70"
"St. Mary,LA","23,184",65,10.6,0.90464,21,"39,764","4,571.60"
"Madison,LA","4,670",42,12.6,0.90459,41.7,"28,452","9,012.90"
"Sullivan,MO","2,471",81,12.2,0.90381,15.3,"41,978","8,638.50"
"Dickens,TX",985,86.5,16.7,0.90356,20.3,"39,627","2,894.60"
"Dickenson,VA","7,299",79,10,0.90351,25.2,"35,047","1,599.40"
"Culberson,TX",864,48.5,9,0.90345,20.3,"42,164","7,185.60"
"Barbour,AL","10,457",54,12.2,0.90336,30.9,"34,382","4,638.30"
"Sumter,GA","10,932",49,18.6,0.90332,25.7,"37,562","3,363.40"
"Marlboro,SC","11,415",45,9.4,0.90321,30,"33,534","4,973.60"
"Emporia,VA","2,378",32,13.4,0.90289,20.7,"36,908","5,742.60"
"Latimer,OK","4,247",82,17.2,0.90284,17.9,"38,284","2,779.70"
"Taliaferro,GA",927,39,7,0.90252,24.6,"34,090","2,147.00"
"Stonewall,TX",736,84,13.7,0.90241,14.6,"46,915","1,777.80"
"Greene,AL","5,179",17,10.1,0.90212,30.1,"28,524","4,796.00"
"Summers,WV","5,583",74,13.9,0.90194,26.9,"34,768","1,845.20"
"New Madrid,MO","7,248",76,12.7,0.90187,18.3,"38,093","7,050.80"
"Dooly,GA","4,098",53,11.3,0.90144,29.1,"37,278","3,017.20"
"Comanche,KS",900,84.5,18.6,0.90138,11.2,"46,818","2,058.80"
"Audubon,IA","3,413",68,14.6,0.90128,11,"51,210","4,912.70"
"Monroe,AL","10,620",58,14.1,0.90124,21.9,"39,556","3,627.10"
"Hickman,KY","2,199",79,17.6,0.90123,17.7,"44,290","3,082.20"
"Ashley,AR","7,911",72,13.2,0.90050,19.6,"41,127","3,627.20"
"Talbot,GA","3,519",40,12,0.90044,24.8,"37,265","3,196.10"
"Montgomery,KS","13,173",75,18.2,0.90042,19.5,"42,479","2,953.30"
"Tallahatchie,MS","4,956",46,11.4,0.90025,33.4,"32,692","6,756.50"
"Marengo,AL","10,882",49,15.4,0.90012,24,"37,733","6,133.70"
"Tazewell,VA","19,935",84,15.3,0.89977,18.2,"42,074","2,084.00"
"Vernon,LA","17,264",83,16.8,0.89926,17.5,"47,664","2,700.90"
"Wise,VA","16,505",81,14.5,0.89924,25.4,"38,045","2,886.30"
"Geary,KS","9,303",58,21.9,0.89862,10.3,"50,856","2,361.90"
"Perry,KY","10,606",77,12.3,0.89846,28.9,"33,108","3,191.20"
"Schuyler,IL","3,908",72,18.2,0.89821,11.4,"52,018","2,940.30"
"Ouachita,AR","8,993",61,16,0.89772,23.3,"37,624","2,403.60"
"Wilcox,AL","5,884",31,12.5,0.89732,33.4,"25,385","5,967.40"
"Hancock,GA","4,162",28,8.8,0.89653,30.7,"31,716","5,309.20"
"Lake,TN","2,034",74,10.4,0.89638,36.5,"33,709","16,063.30"
"Sierra,NM","5,943",61,20.5,0.89619,25.7,"31,741","2,038.70"
"Turner,GA","3,790",63,12.5,0.89618,27.9,"33,261","4,508.50"
"Emmet,IA","4,834",68,20.2,0.89607,11.2,"51,497","7,135.10"
"Gilmer,WV","2,639",77,14.4,0.89600,24.8,"38,173","2,300.90"
"Holt,MO","2,343",85,19.8,0.89583,13.3,"47,191","5,132.90"
"Terrell,GA","4,415",46,12.3,0.89555,27.8,"35,290","4,055.80"
"Greenwood,KS","3,029",81,19.6,0.89551,14.5,"43,083","2,691.40"
"Massac,IL","6,803",74,13.2,0.89545,17.2,"43,783","2,788.30"
"Adams,IA","2,158",72,17.7,0.89535,12.7,"51,577","3,997.80"
"Cheyenne,NE","4,730",81,26.2,0.89386,11.3,"53,132","4,332.20"
"Union,NM","1,780",78,12.7,0.89386,20.4,"40,426","1,946.30"
"Jones,SD",599,84,24,0.89318,13.2,"49,609","5,647.80"
"Stanton,KS",767,80,19.3,0.89314,11.5,"60,136","6,231.30"
"Trinity,CA","5,095",52,19.7,0.89313,21.6,"40,680",862.8
"Morehouse,LA","11,574",57,13,0.89240,27.4,"34,023","4,526.80"
"Floyd,TX","2,035",78,15.9,0.89208,21,"39,891","3,238.80"
"Clay,GA","1,432",45,7.9,0.89204,29.8,"30,239","4,410.70"
"Bertie,NC","9,680",40,13.4,0.89183,23.5,"35,433","4,327.90"
"McIntosh,ND","1,447",81,16.8,0.89179,13.6,"47,288","9,050.90"
"Floyd,KY","16,381",76,11.2,0.89128,34.2,"33,218","2,697.50"
"Cass,IL","5,325",69,14.6,0.89100,12,"52,486","6,627.20"
"Butte,ID","1,415",86,18.2,0.89091,15.1,"50,050","4,505.20"
"Chautauqua,KS","1,629",87,16.8,0.89065,17.2,"41,129","1,661.50"
"Rock,NE",838,89,20.9,0.89042,14.6,"48,260","5,526.90"
"Harlan,KY","10,962",86,10.8,0.89008,33.4,"29,521","2,979.60"
"Sioux,NE",727,89,26.6,0.88940,16.7,"50,861","1,543.70"
"Pike,KY","25,353",81,13,0.88939,23.8,"37,124","2,660.90"
"Osborne,KS","1,904",85,23,0.88857,12.9,"46,101","1,636.90"
"East Carroll,LA","3,036",37,8.5,0.88678,45.7,"27,714","9,605.00"
"Webster,WV","3,378",82,9.3,0.88649,23,"34,054",628.5
"Toole,MT","2,123",77,14.5,0.88639,15.1,"46,326","12,119.90"
"Ness,KS","1,485",90,18.9,0.88595,10.5,"51,757","7,890.90"
"Baker,GA","1,552",58,12.3,0.88546,22.9,"38,288","3,357.50"
"Garden,NE","1,195",86,24.9,0.88530,15.1,"39,192","3,756.10"
"Lane,KS",888,86,21.6,0.88422,10.3,"59,240","3,583.10"
"Williamsburg,SC","15,969",35,12.7,0.88415,26,"32,814","5,209.40"
"Macon,GA","4,661",39,8.6,0.88406,30.5,"32,868","2,162.70"
"Northampton,NC","10,075",40,12.8,0.88402,21.4,"37,233","3,582.60"
"Randolph,GA","3,065",46,11.7,0.88393,30.8,"28,298","5,075.20"
"Washington,NC","6,191",45,11.3,0.88269,21.1,"36,042","2,530.20"
"Elk,KS","1,347",85,15,0.88246,17.7,"37,360","1,422.90"
"Hall,TX","1,165",86,14.3,0.88241,24.1,"32,597","2,462.90"
"Daggett,UT",590,81,12.4,0.88208,6.5,"58,910",105.3
"Bamberg,SC","6,470",38,18.7,0.88155,26.7,"36,230","5,090.30"
"Letcher,KY","9,027",80,11.7,0.87850,31.1,"32,321","1,967.20"
"Bath,VA","2,513",73,14.9,0.87842,10.7,"50,564","1,109.20"
"Donley,TX","1,648",88,19.8,0.87788,18.6,"40,945","3,264.20"
"Lassen,CA","8,617",73,12,0.87775,15.8,"57,705","3,911.90"
"Meade,KS","1,807",85,20.1,0.87750,9.4,"67,220","6,496.40"
"Desha,AR","4,163",49,12.4,0.87703,24.3,"36,132","4,427.40"
"Fulton,KY","2,421",67,13.3,0.87689,30.2,"32,355","4,523.40"
"Mississippi,AR","12,287",61,12.8,0.87612,25.7,"36,718","7,217.50"
"Leslie,KY","4,814",90,9.7,0.87578,30.8,"31,921","1,852.80"
"Lee,SC","8,397",36,12.3,0.87546,28.1,"33,199","5,051.10"
"Cameron,PA","2,440",74,15.9,0.87522,13.9,"41,770",382.3
"Mingo,WV","9,987",86,9.5,0.87507,27,"32,917","3,726.90"
"Woodruff,AR","2,469",64,12,0.87341,23.7,"34,306","2,832.30"
"Buchanan,VA","9,914",84,10.6,0.87211,27.6,"32,144","1,671.10"
"Boone,WV","8,983",77,8.4,0.87195,22.5,"38,110","2,577.20"
"Logan,WV","12,981",82,10,0.87191,24.6,"34,894","2,992.00"
"Pulaski,IL","2,631",66,12.3,0.87088,19.7,"38,400","6,373.00"
"Colfax,NM","6,016",56,20.5,0.87002,19.8,"41,592",996.6
"Dallas,AR","2,649",62,13.7,0.86896,21.3,"37,259","3,623.90"
"Martin,KY","3,929",90,8.5,0.86817,39.1,"28,925","3,126.40"
"Sunflower,MS","7,568",32,15.4,0.86643,32.6,"31,329","7,311.80"
"Gallatin,IL","2,673",76,9.9,0.86632,20.5,"43,330","3,500.40"
"Lafayette,AR","2,633",68,16.5,0.86622,22.8,"35,527","3,713.80"
"Pemiscot,MO","5,727",73,12.1,0.86551,29.1,"31,831","6,346.10"
"Cimarron,OK","1,050",93,22.6,0.86483,16.4,"46,777","2,807.70"
"Jefferson,AR","25,030",39,17.8,0.86402,22.2,"38,596","7,323.70"
"Hidalgo,NM","1,948",58,14.2,0.86308,25.7,"39,882","3,668.40"
"Clark,ID",311,86,15.5,0.86224,15.5,"48,471","5,562.10"
"Gulf,FL","8,170",76,17.7,0.86186,20.3,"45,426","7,544.50"
"Lowndes,AL","6,830",27,14.1,0.86155,25.1,"33,973","7,916.90"
"Wyoming,WV","8,485",86,9.5,0.85949,24.1,"35,460","2,741.00"
"Foard,TX",551,81.5,16.2,0.85938,18,"37,648","2,164.50"
