County + State,Total number of voters,Result,% bachelor's degree 2014-18,Population Change 2010-2019,Percent in Poverty,Estimate Median Household Income,Known Number of Cases per 100k
"Lewis,MO","4,607",78,14,0.95749,15.4,"48,179","4,132.60"
"Walsh,ND","4,762",71,16.8,0.95744,10.9,"59,705","12,310.90"
"Nowata,OK","4,391",83,10.7,0.95743,16.5,"45,734","3,543.10"
"Butler,NE","4,478",80,19.9,0.95725,9.1,"57,208","5,838.30"
"Richland,WI","8,745",55,18.9,0.95717,14.3,"53,050","4,486.40"
"Ringgold,IA","2,709",73,20.6,0.95717,14.3,"48,754","3,126.30"
"Columbus,NC","26,243",64,13.1,0.95717,25.3,"36,862","4,190.40"
"Howard,IA","4,951",64,14.9,0.95715,10.2,"53,500","5,022.90"
"Lincoln,NM","10,176",69,29.3,0.95707,16.4,"45,095","2,989.00"
"Pushmataha,OK","4,738",86,15,0.95705,19.7,"37,026","3,424.70"
"Howard,AR","4,818",71,14.7,0.95694,17.3,"40,199","5,658.20"
"St. James,LA","12,589",48,14.3,0.95682,16.8,"53,903","4,394.20"
"Caldwell,MO","4,696",80,18.3,0.95672,14.4,"47,591","3,702.90"
"St. Clair,MO","4,972",80,13.4,0.95663,18.2,"37,013","3,001.00"
"Bennington,VT","7,096",37,35.7,0.95663,11.4,"52,510",487.7
"Stephens,OK","19,046",83,17.4,0.95661,15,"46,512","2,959.90"
"Box Butte,NE","5,081",79,18.2,0.95636,13.7,"57,952","4,692.60"
"Marion,GA","3,624",64,13.1,0.95630,22.8,"39,114","2,560.10"
"Lafayette,FL","3,657",86,15.8,0.95618,21,"42,689","15,364.50"
"Collingsworth,TX","1,218",87,18.4,0.95612,17.3,"39,536","1,164.40"
"Hertford,NC","10,590",33,14.6,0.95611,23.2,"38,216","3,940.50"
"Carbon,UT","8,822",73,16.4,0.95608,14.4,"51,394","2,853.90"
"Decatur,KS","1,456",85,23.5,0.95604,13.6,"44,774","6,685.50"
"Muskogee,OK","25,035",67,19.5,0.95597,15.6,"43,911","5,367.90"
"Iron,MO","4,592",79,10.9,0.95591,19.9,"37,755","1,965.40"
"Baltimore,MD","279,246",41,31.2,0.95583,9.9,"75,836","3,112.60"
"Baltimore,MD","279,246",41,31.2,0.95583,18.9,"50,501","3,112.60"
"Baltimore,MD","279,246",41,38.6,0.95583,18.9,"50,501","3,112.60"
"Baltimore,MD","279,246",41,38.6,0.95583,9.9,"75,836","3,112.60"
"Irion,TX",889,86,16.9,0.95582,8.1,"56,775","1,041.70"
"Westmoreland,PA","199,142",65,28.5,0.95581,9.2,"58,398","1,979.90"
"Genesee,NY","25,004",71,21.5,0.95581,9.9,"58,925","1,176.70"
"Van Buren,AR","7,704",79,14.1,0.95581,16.4,"40,486","1,789.10"
"Cottonwood,MN","5,968",69,21.2,0.95570,10.4,"51,788","5,180.40"
"Thayer,NE","2,951",78,19.8,0.95568,10.8,"51,299","3,897.70"
"Otsego,NY","22,340",58,30.9,0.95557,12.5,"54,321",827
"White Pine,NV","4,177",79,14.9,0.95542,13.3,"58,942","2,275.60"
"Escambia,AL","15,861",69,12.7,0.95535,23.6,"38,418","5,233.00"
"Gadsden,FL","23,783",32,16.7,0.95535,23.6,"42,259","6,962.30"
"Cochise,AZ","46,073",59,23,0.95524,15.1,"49,164","2,245.80"
"Iberia,LA","32,712",66,12.7,0.95512,24.1,"42,909","4,916.20"
"Grant,OK","2,226",87,23.1,0.95504,12.7,"49,073","4,154.20"
"Crawford,PA","30,680",80,20.8,0.95503,13.4,"50,805","1,547.90"
"Ballard,KY","4,224",80,13.3,0.95496,15.3,"47,658","1,534.00"
"Genesee,MI","222,969",46,20.9,0.95496,18.8,"48,370","2,901.10"
"Chattooga,GA","10,041",81,9.8,0.95493,19.5,"39,513","4,344.70"
"Elbert,GA","9,135",69,10.8,0.95493,18.5,"39,681","4,501.40"
"Rio Blanco,CO","3,672",84,20.2,0.95485,10.8,"63,411","1,265.00"
"Doniphan,KS","3,678",81,19.3,0.95477,13.3,"50,949","4,776.30"
"Monroe,MS","14,461",68,17.2,0.95477,16.4,"44,681","5,182.70"
"Paulding,OH","9,280",76,14.1,0.95475,10.3,"53,876","2,586.80"
"Crisp,GA","8,041",63,13.7,0.95472,27.4,"36,096","3,128.90"
"Winnebago,IA","5,931",63,22.4,0.95464,9.1,"54,433","7,852.00"
"Lander,NV","2,648",81,11.6,0.95462,11.1,"79,278","2,693.40"
"Taylor,FL","10,101",77,7.4,0.95459,21.6,"42,307","7,385.60"
"Putnam,IL","3,345",60,14.6,0.95459,8.5,"66,319","3,432.70"
"Cabell,WV","36,795",59,25.7,0.95456,19.3,"39,790","2,554.80"
"O'Brien,IA","7,535",79,19.9,0.95454,9.1,"53,147","8,310.90"
"Phillips,CO","2,461",80,25.5,0.95435,10.8,"52,367","3,399.80"
"Cumberland,NJ","25,671",40,14.7,0.95423,15.2,"51,790","3,065.00"
"Kossuth,IA","9,030",70,18.3,0.95414,10.1,"55,486","5,826.00"
"Tipton,IN","8,124",77,23,0.95402,8.4,"60,896","3,234.80"
"Hopkins,KY","21,460",74,16,0.95399,18.1,"45,512","3,468.60"
"Graham,KS","1,301",82,26.2,0.95388,12.5,"41,906","4,713.90"
"Fergus,MT","6,487",76,28.9,0.95382,12.2,"49,147","4,226.20"
"Rush,IN","7,938",77,13,0.95381,10.7,"53,271","3,136.10"
"Atchison,KS","7,300",67,21.9,0.95360,15.5,"49,332","4,579.10"
"McCone,MT",301,84.5,16.1,0.95358,14.2,"43,650","4,867.80"
"Stevens,KS","1,995",88,12.2,0.95358,10.7,"58,817","6,381.00"
"Clay,IL","6,896",83,15.2,0.95357,14.3,"45,427","5,059.20"
"Highland,VA","1,529",72,23.1,0.95342,12.7,"45,089",639.3
"Avoyelles,LA","17,292",71,12.1,0.95340,27.4,"37,731","4,884.90"
"Hitchcock,NE","1,464",87,18.6,0.95340,15.3,"43,880","2,968.90"
"Saginaw,MI","103,326",50,21.1,0.95335,17,"48,805","3,667.50"
"Patrick,VA","9,527",79,13.9,0.95333,15.5,"42,862","2,339.80"
"Schuylkill,PA","69,649",70,16.2,0.95327,13,"48,809","2,246.10"
"Pittsburg,OK","17,900",78,15.5,0.95325,19.7,"42,376","3,862.20"
"Knox,IN","16,027",74,16.4,0.95319,15.7,"48,606","4,334.00"
"Webster,KY","5,987",76,9.8,0.95309,18.4,"47,132","3,902.00"
"Hempstead,AR","9,593",69,15.1,0.95291,20.6,"38,682","3,525.00"
"Wright,IA","6,240",67,17.7,0.95275,10.6,"54,802","8,669.00"
"Cedar,NE","4,996",85,19.4,0.95272,8.7,"64,570","3,546.80"
"Coffey,KS","4,442",78,22.9,0.95271,10.7,"58,371","3,154.40"
"Belmont,OH","32,534",72,16.2,0.95270,13,"48,989","1,926.70"
"Deaf Smith,TX","4,608",72,12.2,0.95269,17.5,"44,230","6,562.10"
"Clark,MO","3,394",80,13.5,0.95263,14.9,"46,832","3,825.20"
"Mineral,WV","12,652",79,14.7,0.95260,14.5,"48,578","2,906.80"
"Lawrence,OH","27,427",73,14.3,0.95257,18.8,"43,031","2,638.60"
"Lamar,AL","7,187",86,12.5,0.95233,17.4,"40,936","4,346.30"
"Marshall,MS","13,064",51,13.7,0.95230,20.9,"40,285","5,678.00"
"Clay,AL","6,913",82,10.2,0.95230,17.6,"39,201","6,558.40"
"Wayne,MO","5,874",85,10.3,0.95222,23.3,"33,703","3,425.80"
"Pointe Coupee,LA","12,371",62,15.2,0.95211,20.3,"46,603","5,881.30"
"Dakota,NE","6,687",59,12.5,0.95208,12.4,"55,522","14,780.80"
"Crosby,TX","1,953",72,12.8,0.95204,23.7,"37,911","2,841.20"
"San Juan,NM","52,125",64,15.2,0.95204,23.1,"46,578","3,797.30"
"Graham,NC","4,606",80,13.5,0.95196,18.9,"39,502","3,175.00"
"Allamakee,IA","7,459",65,18.5,0.95194,11.7,"53,359","4,851.30"
"Covington,MS","4,891",59,17.4,0.95193,26.5,"36,083","6,020.60"
"Seminole,OK","8,334",73,14.1,0.95182,18.6,"37,901","4,575.80"
"Frontier,NE","1,414",86,20,0.95181,14.2,"43,650","3,502.10"
"Caswell,NC","11,962",59,15.5,0.95175,17.1,"45,517","3,349.00"
"Duval,TX","5,050",49,9.3,0.95164,25.5,"35,156","4,893.80"
"Moore,TX","5,502",80,14.3,0.95160,12.2,"53,785","7,325.70"
"Calhoun,IA","5,246",71,19.5,0.95157,11.3,"54,865","9,609.00"
"Greenup,KY","18,129",73,17.2,0.95155,16.6,"49,457","2,874.80"
"Pike,AR","4,240",84,14.7,0.95153,17.8,"41,534","3,134.90"
"Blaine,OK","3,898",82,16.6,0.95146,16,"49,513","3,202.90"
"Brooks,GA","7,077",61,15.2,0.95143,24.5,"36,354","3,648.80"
"Tama,IA","9,017",60,16.1,0.95118,11.4,"56,954","8,253.20"
"Chase,KS","1,478",76,21.6,0.95115,10.3,"50,981","5,211.50"
"Herkimer,NY","24,766",70,21,0.95112,13.5,"53,168",875.7
"Weakley,TN","13,710",77,21.5,0.95103,19.7,"42,351","6,037.00"
"Warren,IL","7,916",60,23,0.95094,12.9,"53,532","5,313.50"
"Brown,IL","2,523",79,13.7,0.95072,14.8,"55,327","3,952.60"
"Grenada,MS","7,838",63,19.7,0.95068,22.3,"39,633","6,392.70"
"Pratt,KS","4,107",77,28.1,0.95052,12,"52,567","4,539.50"
"Christian,KY","23,825",64,17.3,0.95051,18.2,"40,299","3,695.70"
"Gates,NC","5,944",57,14.4,0.95043,15.2,"51,746","1,643.30"
"Carter,MO","2,906",85,16.5,0.95043,22.6,"34,134","4,329.70"
"Harrison,OH","7,500",76,10.1,0.95039,15.3,"50,301",964.1
"Litchfield,CT","5,342",49,35.1,0.95031,6.9,"76,304","1,940.90"
"Broome,NY","72,251",54,28.3,0.95015,17.3,"50,928","2,425.30"
"Dillon,SC","13,096",51,11.1,0.95015,32.1,"33,159","4,806.60"
"Day,SD","2,964",64,20.6,0.95008,15.3,"48,023","5,346.60"
"Pipestone,MN","4,931",73,21.4,0.95003,10.4,"55,378","6,629.40"
"Swift,MN","5,185",65,18,0.94997,10.2,"51,552","4,770.10"
"Grant,ND","1,367",84,17.4,0.94987,14.5,"41,295","6,068.60"
"Randolph,IL","14,896",75,12.8,0.94974,13.8,"53,607","5,997.10"
"Bates,MO","8,435",79,14.9,0.94973,14.2,"45,955","2,782.60"
"Fayette,IN","10,146",77,11.6,0.94972,14.5,"47,737","6,350.10"
"Edwards,IL","3,368",85,13.9,0.94966,11.1,"51,280","2,892.90"
"Morris,KS","2,847",74,20.1,0.94965,11.4,"49,287","2,615.70"
"Greene,IA","5,054",65,20.1,0.94937,12.1,"51,861","5,018.00"
"East Feliciana,LA","10,509",59,12.6,0.94930,19.6,"45,174","10,629.70"
"Steele,ND","1,085",62,27.5,0.94927,7.8,"66,929","5,661.40"
"Maries,MO","4,774",82,14.1,0.94925,13.9,"46,371","3,725.40"
"Barton,MO","6,077",86,18.1,0.94920,17.6,"41,583","5,002.60"
"Decatur,GA","11,613",59,14.6,0.94920,23.2,"38,441","5,234.10"
"Pike,IL","6,836",93,15.1,0.94919,14.1,"47,815","5,674.40"
"Pittsylvania,VA","33,946",70,13.9,0.94917,16.4,"44,710","2,574.80"
"Wheeler,NE",501,87.5,17.3,0.94909,14,"53,369","1,404.90"
"Clay,NE","3,549",81,18.4,0.94905,11,"56,259","5,158.80"
"Cattaraugus,NY","30,051",69,19.1,0.94888,17.1,"48,017","1,024.70"
"Page,IA","7,509",72,21.3,0.94887,13.5,"54,313","6,871.00"
"Johnson,KY","10,193",84,14.9,0.94881,25,"39,381","2,879.90"
"Columbia,AR","8,550",66,20.6,0.94879,22.4,"40,909","3,960.40"
"Windham,VT",282,31.5,38.6,0.94877,12,"54,441",438.2
"Wyoming,PA","14,716",68,19.6,0.94876,11.8,"57,599","1,351.00"
"Woodson,KS","1,496",81,13.5,0.94861,16.1,"43,894","1,689.00"
"Winneshiek,IA","12,034",53,29.7,0.94852,9.8,"61,807","4,131.90"
"Sherman,NE","1,680",79,18.2,0.94848,14,"47,499","3,498.80"
"Schoharie,NY","13,374",69,22.3,0.94839,11.8,"57,757",522.6
"Crawford,OH","20,222",75,14.8,0.94835,14,"44,715","2,284.70"
"Chariton,MO","4,074",77,18.4,0.94828,13.4,"48,421","2,881.80"
"Chippewa,MN","6,595",66,19.1,0.94817,8.8,"53,540","5,906.80"
"Sedgwick,CO","1,441",79,20.8,0.94812,14.9,"40,009","4,048.00"
"Ogle,IL","25,040",62,20,0.94812,8.4,"61,794","4,754.90"
"Walker,AL","31,106",84,11.6,0.94812,17.9,"45,434","5,351.00"
"Morgan,IL","15,229",66,19.9,0.94803,15.2,"48,976","5,437.00"
"Webster,IA","17,802",62,19.6,0.94786,13.7,"52,093","8,695.40"
"Clark,IL","8,340",76,17.6,0.94782,11.1,"54,092","4,300.20"
"Lee,IL","16,351",60,17.7,0.94756,10.1,"54,915","4,587.00"
"Fayette,PA","58,030",68,16.2,0.94747,14.6,"50,381","1,196.70"
"Kimball,NE","1,860",85,18.2,0.94731,12.5,"46,986","3,964.80"
"Crittenden,KY","4,239",82,13.1,0.94719,17.8,"43,624","2,396.10"
"Price,WI","8,645",63,16.9,0.94708,12.4,"47,032","4,876.00"
"Rooks,KS","2,666",87,24,0.94706,11.2,"47,365","5,772.40"
"Dodge,GA","8,064",73,13.7,0.94688,26.5,"35,636","3,392.40"
"Jersey,IL","8,552",74,20.5,0.94686,8.9,"59,117","4,684.70"
"Sumner,KS","10,804",75,22.2,0.94684,13.4,"56,946","2,745.70"
"Potter,PA","8,901",81,15.5,0.94683,14.8,"44,883",744.3
"Cape May,NJ","50,678",57,31.5,0.94679,10.3,"62,175","1,577.60"
"Sullivan,PA","3,516",74,17.3,0.94678,14.3,"48,998",642.9
"Briscoe,TX",724,89,22.7,0.94672,16.2,"44,409","2,393.30"
"Big Stone,MN","2,972",64,15,0.94652,11.3,"51,058","5,129.20"
"Norton,KS","2,386",84,15.9,0.94650,14.6,"47,252","19,119.60"
"Hughes,OK","4,857",81,12.9,0.94647,24.6,"37,566","3,983.70"
"Ben Hill,GA","6,559",63,12,0.94644,26.2,"35,020","5,485.00"
"Wichita,KS",961,84,21.1,0.94640,11.9,"59,800","4,908.00"
"Baylor,TX","1,680",89,19.7,0.94633,16.1,"41,180","1,481.90"
"Montgomery,MO","5,770",78,13.7,0.94626,14.3,"48,951","2,484.60"
"Fayette,AL","8,756",84,12.9,0.94620,23.5,"39,254","4,797.00"
"Wyoming,NY","17,162",77,16.5,0.94619,9.9,"57,709",958.4
"Fountain,IN","7,978",79,15,0.94617,11.2,"53,493","4,049.90"
"Indiana,PA","40,835",69,22.6,0.94611,15.5,"47,999","2,376.50"
"Martin,MN","11,038",69,20.1,0.94607,13.7,"50,821","4,521.70"
"Chowan,NC","7,754",58,19.8,0.94606,17.2,"42,618","4,131.10"
"Southampton,VA","9,719",60,17.8,0.94587,14.7,"52,741","5,439.30"
"Niobrara,WY","1,123",86,16.6,0.94580,13.6,"51,036","3,522.90"
"Washita,OK","4,767",87,20.4,0.94568,17.8,"47,484","2,665.80"
"Clinton,IA","24,620",55,19.1,0.94568,12.5,"51,317","6,058.70"
"Hardeman,TX","1,580",85,14.5,0.94566,17.4,"42,469","1,932.40"
"Furnas,NE","2,589",84,18.9,0.94560,12.6,"49,685","4,491.00"
"Palo Alto,IA","4,944",69,25,0.94552,9.7,"55,322","6,392.10"
"Salem,NJ","26,078",55,20.9,0.94551,11.2,"64,524","2,284.20"
"Scioto,OH","31,146",71,15,0.94540,22.6,"41,267","2,080.60"
"Luna,NM","8,101",55,12.2,0.94530,27.2,"30,570","7,031.10"
"Charlotte,VA","6,169",62,10.2,0.94526,19.3,"41,382","2,222.20"
"Wilbarger,TX","4,518",79,16.1,0.94522,15.3,"44,735","4,377.80"
"Piute,UT",871,89.5,18.9,0.94505,18.6,"40,387","2,772.10"
"Logan,IL","13,117",70,20.4,0.94502,10.9,"52,959","4,591.50"
"Tioga,NY","20,511",66,25.5,0.94501,10.2,"60,309","2,066.30"
"Hamilton,IA","8,516",63,24.3,0.94499,8.4,"56,738","5,990.70"
"Obion,TN","13,521",81,14.9,0.94491,17.7,"42,532","7,971.70"
"Montgomery,AR","3,839",80,10.8,0.94490,18.8,"38,318","2,570.70"
"Rutland,VT","8,000",40,30.3,0.94487,10.4,"51,723",340.3
"Lunenburg,VA","5,968",60,10.6,0.94469,18.2,"41,421","1,320.10"
"Somerset,PA","40,093",78,15.5,0.94455,12,"50,504","1,500.40"
"King,TX",159,95,18.2,0.94444,13.7,"57,925",367.6
"Plumas,CA","10,950",58,23.5,0.94441,12.5,"55,079",499.8
"Columbiana,OH","49,169",73,14.8,0.94432,15.1,"44,938","2,806.20"
"Pocahontas,WV","3,979",73,16.3,0.94424,17.5,"39,467","1,018.60"
"Union,SC","13,255",63,12.1,0.94421,20.4,"40,686","3,529.10"
"Putnam,MO","2,361",85,18.9,0.94411,14.4,"40,866","2,321.10"
"Montgomery,IL","13,701",71,15.6,0.94408,14.4,"53,138","3,494.80"
"Nodaway,MO","9,874",71,27.8,0.94406,19.8,"46,698","6,486.50"
"Burt,NE","3,709",70,18.1,0.94402,10.8,"57,548","5,356.90"
"Kittson,MN","2,636",60,23.9,0.94399,10,"54,438","3,490.00"
"Washington,IL","7,914",78,20.6,0.94392,7.4,"66,937","3,960.50"
"Marion,IL","17,214",74,15,0.94391,19.5,"46,096","5,407.90"
"Sussex,NJ","28,359",55,34.9,0.94379,5.2,"92,284","1,572.40"
"Northampton,VA","6,689",45,21.6,0.94367,18.8,"43,157","2,852.30"
"Mitchell,KS","3,036",82,25.3,0.94366,11.4,"51,514","2,625.90"
"Fall River,SD","4,040",73,21.5,0.94363,13,"46,782","5,005.20"
"Wabash,IN","14,598",75,18.4,0.94362,12.4,"51,487","4,232.80"
"Cavalier,ND","2,020",76,21.2,0.94357,10.6,"60,314","7,947.90"
"Hinds,MS","81,811",27,29.1,0.94351,19.4,"44,776","3,994.60"
"Bristol,VA","7,753",70,24.1,0.94349,20.5,"36,903","2,738.30"
"Redwood,MN","8,290",71,18.6,0.94347,9.4,"56,760","4,225.40"
"Trumbull,OH","98,677",55,18.5,0.94345,17.6,"47,424","2,005.30"
"Whiteside,IL","27,254",54,18.5,0.94339,10.5,"57,197","5,790.70"
"Saline,IL","11,079",74,17.8,0.94334,20.3,"40,761","4,103.70"
"Columbia,NY","27,537",48,31.3,0.94329,11.7,"64,916","1,543.90"
"Beaver,OK","2,174",91,19.7,0.94317,11.2,"52,550","2,786.70"
"Adams,ND","1,266",79,28.6,0.94298,10.4,"53,162","6,723.80"
"Antelope,NE","3,561",87,19.1,0.94296,12.6,"55,371","4,604.60"
"Faribault,MN","7,885",67,17.8,0.94289,11.7,"52,560","3,149.50"
"Rice,KS","4,212",77,23.2,0.94286,13.8,"51,686","3,292.40"
"Crawford,IL","9,419",76,16.6,0.94273,11.8,"52,313","5,078.50"
"Kimble,TX","2,292",87,22.1,0.94262,17.6,"42,503","1,706.20"
"Mercer,WV","25,103",77,20,0.94260,22.7,"37,860","1,914.60"
"Hutchinson,TX","8,741",89,13.8,0.94256,13,"54,351","2,865.60"
"Torrance,NM","7,247",67,15.6,0.94251,25.2,"39,123","1,267.70"
"Harrison,IA","8,137",69,18.8,0.94232,9.7,"60,044","6,776.30"
"Ripley,MO","5,743",85,10.9,0.94228,23.5,"32,802","3,371.50"
"Randolph,IN","11,078",76,14.3,0.94220,13.6,"46,441","4,394.90"
"Murray,MN","4,882",70,18.9,0.94216,8.2,"59,938","5,870.10"
"Boone,NE","3,217",84,20.6,0.94212,9.2,"51,911","5,238.80"
"Refugio,TX","3,366",67,11.8,0.94210,16.3,"44,821","4,778.40"
"Jefferson,NY","35,530",65,22.3,0.94204,12.3,"52,798",322.3
"Fayette,IA","10,176",62,19.8,0.94199,11.7,"50,893","4,514.00"
"Edmunds,SD","1,985",78,25.5,0.94194,11.5,"58,977","5,562.80"
"Chautauqua,NY","48,428",66,21.7,0.94194,18.3,"45,689","1,037.00"
"Boyd,KY","21,604",67,20.2,0.94186,18.3,"48,020","2,401.60"
"Wilkin,MN","3,435",69,23.5,0.94174,9.4,"61,387","4,704.40"
"Orleans,NY","15,625",73,15.9,0.94168,12.6,"52,658","1,358.00"
"Lincoln,WV","7,775",78,8.7,0.94168,23.3,"39,766","1,817.80"
"Union,KY","6,570",76,11,0.94141,16.3,"47,067","4,554.60"
"Ozark,MO","4,870",84,12.2,0.94131,22,"34,367","2,899.50"
"Mineral,NV","2,179",64,14.4,0.94129,21.1,"44,438","1,354.10"
"Barnes,ND","5,507",66,27.2,0.94126,12.3,"54,984","8,305.30"
"Mariposa,CA","9,387",58,23.4,0.94124,14.9,"51,402",540.6
"Dixon,NE","3,083",78,20.5,0.94122,9.7,"54,635","5,908.40"
"Allegany,NY","17,271",75,20.2,0.94119,17,"46,262","1,538.30"
"Wilkes,GA","5,022",57,12.6,0.94118,20.3,"39,361","3,620.70"
"Crittenden,AR","16,086",47,18,0.94107,19.2,"42,606","6,278.80"
"Catron,NM","2,284",74,22.2,0.94104,23.3,"34,777",708.8
"Newton,TX","6,096",81,8.9,0.94096,22.3,"43,367","1,419.60"
"Hancock,IA","6,164",72,23.1,0.94096,8.5,"60,859","6,961.40"
"Nance,NE","1,820",80,19.8,0.94091,11.7,"47,279","6,166.50"
"Grant,IN","27,230",70,17.1,0.94086,19.9,"45,138","4,096.20"
"Shelby,IA","6,780",70,20.8,0.94086,7.9,"58,862","5,954.30"
"Mercer,IL","8,750",62,17.8,0.94076,9,"58,384","3,958.00"
"Baca,CO","2,193",85,22.1,0.94064,19.4,"38,294","1,452.10"
"Las Animas,CO","7,897",55,19.7,0.94060,19.2,"41,485",985.8
"Franklin,IA","5,093",68,17.7,0.94059,9.9,"59,367","6,365.40"
"Lenoir,NC","28,177",52,14.5,0.94051,22.1,"40,433","3,353.10"
"Forest,PA","2,621",72,7.4,0.94044,24,"41,750",427.8
"Warren,NC","10,207",37,15.5,0.94015,19.8,"38,430","2,848.30"
"McCreary,KY","6,431",89,6.9,0.94015,33.7,"30,029","1,909.30"
"Jackson,IL","11,165",65,36,0.93999,25.7,"41,445","4,077.50"
"Macoupin,IL","23,919",69,19.4,0.93993,12.9,"53,409","3,922.00"
"Jewell,KS","1,606",86,16.9,0.93993,15,"44,271","1,458.80"
"Marion,TX","4,844",72,14.9,0.93982,21.9,"38,011","1,847.00"
"Caddo,LA","104,699",47,23.5,0.93980,22.4,"40,467","4,965.80"
"Coles,IL","22,470",64,25.6,0.93976,20,"47,291","5,896.80"
"Wilkinson,GA","4,770",56,10.6,0.93966,23.3,"41,036","4,489.60"
"St. John the Baptist,LA","21,431",36,16.3,0.93959,18.2,"50,830","4,304.70"
"Pawnee,NE","1,427",76,17.5,0.93959,13.8,"45,487","2,334.50"
"Lawrence,PA","45,217",65,21.4,0.93951,15.8,"48,418","2,017.30"
"Richardson,NE","4,018",75,18.2,0.93944,13,"47,573","3,432.90"
"Allegany,MD","25,544",74,18.3,0.93932,16.7,"43,535","2,826.10"
"Union,IL","8,896",70,22.8,0.93920,17.4,"49,716","6,245.10"
"Reynolds,MO","3,298",84,11.1,0.93919,20.3,"36,592","2,424.20"
"Craig,OK","6,032",79,14.8,0.93904,19.5,"43,074","5,770.00"
"Hancock,WV","13,546",72,18.5,0.93902,13.2,"47,299","1,593.20"
"Sac,IA","5,512",74,20.6,0.93886,11.2,"56,698","7,396.40"
"Lee,IA","16,721",60,15.7,0.93885,14.6,"48,241","5,285.70"
"Republic,KS","2,388",82,24.5,0.93884,11,"48,566","4,572.90"
"Macon,IL","48,934",59,22.5,0.93882,17.4,"50,684","5,451.50"
"Chemung,NY","31,646",63,23.9,0.93882,13.5,"52,565","2,980.00"
"Elk,PA","16,649",73,18.6,0.93877,9.2,"54,876","1,313.90"
"Wheeler,TX","2,336",93,16.6,0.93856,14,"48,018","3,955.70"
"Greene,PA","13,055",83,18.2,0.93851,15.9,"50,956","1,460.00"
"Armstrong,PA","30,548",82,16.2,0.93845,9.2,"49,436","2,154.90"
"Kent,TX",462,89.5,23.6,0.93842,13.3,"47,625","2,755.90"
"Mercer,PA","44,522",71,22.6,0.93842,15.3,"48,788","1,957.50"
"Bradley,AR","3,644",66,15.2,0.93836,21.7,"37,729","3,855.80"
"Stafford,KS","2,015",82,23.9,0.93836,13.4,"47,835","4,066.40"
"Warren,PA","20,401",70,19.3,0.93823,11.2,"50,554",336.8
"Carroll,MS","4,509",73,14.5,0.93822,17.9,"42,588","6,745.80"
"Assumption,LA","11,235",66,10.2,0.93820,20.7,"48,120","4,344.30"
"Claiborne,MS","2,886",18,19.1,0.93811,36.3,"29,631","6,341.80"
"Archer,TX","4,796",90,23.4,0.93803,10.6,"61,190","2,572.20"
"Tuscola,MI","29,495",70,13.6,0.93800,12.7,"51,113","2,570.60"
"Hamilton,KS",836,83,18.2,0.93794,14.1,"51,559","4,529.30"
"Marion,KS","5,965",75,25.1,0.93789,9.6,"51,712","3,307.00"
"Kay,OK","17,240",76,19.1,0.93771,20.4,"45,700","3,293.70"
"Jefferson,OH","32,572",69,15.3,0.93763,19,"42,821","1,267.50"
"Webster,GA","1,390",54,11.7,0.93743,22.7,"38,187","1,764.50"
"Fairfield,SC","12,116",39,17,0.93737,23.7,"39,522","4,430.10"
"Perry,IL","4,232",82,11.7,0.93731,17.8,"49,965","4,073.40"
"Rio Grande,CO","6,280",59,23.7,0.93712,14.5,"44,171","1,642.00"
"Essex,NY","15,185",53,27.6,0.93712,11.7,"54,376",648
"Ellsworth,KS","2,802",76,20.4,0.93690,11.9,"50,261","8,571.00"
"Dawes,NE","4,102",73,37,0.93685,17.1,"47,487","4,831.80"
"Renville,ND","1,305",82,17.8,0.93680,8.2,"60,205","7,950.20"
"Jefferson,NE","3,686",72,15.3,0.93672,11.8,"47,075","3,860.30"
"Chenango,NY","17,241",69,18.3,0.93667,15.1,"50,312","1,124.80"
"Halifax,VA","18,172",58,15.9,0.93661,14.5,"43,096","2,217.60"
"Brown,NE","1,676",88,19.8,0.93661,12.5,"46,191","5,008.50"
"Lawrence,AR","5,857",80,15,0.93652,17.7,"40,308","6,424.50"
"Carlisle,KY","2,638",82,14.8,0.93645,17.2,"41,249","3,529.40"
"Fremont,IA","3,855",71,19.3,0.93624,10,"54,658","4,612.10"
"Clay,KS","4,121",77,27.2,0.93613,10.7,"52,681","4,236.40"
"Crockett,TX","1,573",78,14.1,0.93596,15.3,"49,117","6,062.40"
"Union,IN","3,491",78,16.9,0.93592,10.7,"50,300","3,785.10"
"Parmer,TX","2,648",81,17.7,0.93570,13.5,"50,539","6,840.20"
"Ottawa,KS","3,149",83,23.5,0.93570,10.2,"56,451","3,225.80"
"West Carroll,LA","5,052",86,12.6,0.93556,23.3,"39,332","4,515.20"
"Campbell,SD",873,86,28.8,0.93542,10.9,"45,737","6,976.70"
"Worth,MO","1,107",80,17.5,0.93541,14.1,"43,119","2,881.30"
"Mecklenburg,VA","16,096",58,18.4,0.93515,18.7,"44,832","3,132.00"
"Socorro,NM","7,111",47,21.2,0.93514,29.6,"33,989","2,837.00"
"Carroll,MO","4,531",82,17,0.93504,12.3,"47,049","4,067.30"
"Winston,MS","7,011",58,16.6,0.93501,21,"39,498","5,992.80"
"Smyth,VA","14,057",79,14.3,0.93496,20.4,"40,972","2,946.50"
"Decatur,IA","3,798",70,23.5,0.93490,20.3,"41,101","3,583.20"
"Jackson,FL","22,415",70,13.4,0.93486,23.5,"39,545","7,816.60"
"Stephenson,IL","21,446",58,19.3,0.93471,12.7,"47,357","4,822.70"
