Name of State,County Name,Margin Amount,Total number of voters
nebraska,Morrill, Trump +68 ,"2,557"
nebraska,Kimball, Trump +69 ,"1,860"
nebraska,Nance, Trump +59 ,"1,820"
nebraska,Gosper, Trump +61 ,"1,118"
nebraska,Loup, Trump +65 ,454
nebraska,McPherson, Trump +85 ,301
nevada,Douglas, Trump +29 ,"28,338"
nevada,Clark, Biden +8 ,"798,908"
nevada,Elko, Trump +57 ,"19,580"
nevada,Lincoln, Trump +71 ,"2,297"
nevada,Carson City, Trump +11 ,"27,348"
nevada,Nye, Trump +40 ,"21,363"
nevada,Mineral, Trump +27 ,"2,179"
nevada,Washoe, Biden +4 ,"231,692"
nevada,White Pine, Trump +58 ,"4,177"
nevada,Lander, Trump +62 ,"2,648"
nevada,Churchill, Trump +50 ,"12,195"
nevada,Storey, Trump +35 ,"2,860"
nevada,Esmeralda, Trump +67 ,474
nevada,Pershing, Trump +51 ,"2,232"
nevada,Humboldt, Trump +54 ,"7,324"
nevada,Lyon, Trump +41 ,"28,358"
nevada,Eureka, Trump +79 ,942
new-jersey,Sussex, Trump +9 ,"28,359"
new-jersey,Cumberland, Biden +21 ,"25,671"
new-jersey,Morris, Biden +16 ,"117,235"
new-jersey,Passaic, Biden +22 ,"111,703"
new-jersey,Middlesex, Biden +33 ,"213,500"
new-jersey,Camden, Biden +44 ,"147,973"
new-jersey,Monmouth, Biden +9 ,"212,780"
new-jersey,Warren, Trump +6 ,"34,908"
new-jersey,Hudson, Biden +53 ,"171,803"
new-jersey,Burlington, Biden +29 ,"178,611"
new-jersey,Essex, Biden +57 ,"264,329"
new-jersey,Bergen, Biden +22 ,"373,678"
new-jersey,Mercer, Biden +43 ,"138,884"
new-jersey,Salem, Trump +9 ,"26,078"
new-jersey,Somerset, Biden +26 ,"140,653"
new-jersey,Union, Biden +46 ,"122,766"
new-jersey,Atlantic, Biden +8 ,"114,510"
new-jersey,Ocean, Trump +25 ,"270,062"
new-jersey,Hunterdon, Biden +0.4 ,"70,351"
new-jersey,Cape May, Trump +14 ,"50,678"
new-jersey,Gloucester, Biden +5 ,"149,317"
new-mexico,Harding, Trump +28 ,505
new-mexico,San Miguel, Biden +39 ,"11,447"
new-mexico,Mora, Biden +31 ,"2,683"
new-mexico,Colfax, Trump +11 ,"6,016"
new-mexico,Hidalgo, Trump +15 ,"1,948"
new-mexico,Union, Trump +56 ,"1,780"
new-mexico,Taos, Biden +55 ,"16,790"
new-mexico,Los Alamos, Biden +26 ,"12,038"
new-mexico,Grant, Biden +7 ,"14,357"
new-mexico,Quay, Trump +38 ,"3,873"
new-mexico,San Juan, Trump +28 ,"52,125"
new-mexico,Bernalillo, Biden +24 ,"315,332"
new-mexico,Dona Ana, Biden +18 ,"82,556"
new-mexico,Santa Fe, Biden +53 ,"81,213"
new-mexico,Sandoval, Biden +8 ,"76,142"
new-mexico,Valencia, Trump +10 ,"31,939"
new-mexico,McKinley, Biden +39 ,"25,926"
new-mexico,Otero, Trump +26 ,"23,556"
new-mexico,Eddy, Trump +52 ,"23,039"
new-mexico,Chaves, Trump +41 ,"22,431"
new-mexico,Rio Arriba, Biden +30 ,"21,121"
new-mexico,Lea, Trump +60 ,"20,805"
new-mexico,Curry, Trump +41 ,"14,812"
new-mexico,Lincoln, Trump +37 ,"10,176"
new-mexico,Cibola, Biden +8 ,"8,791"
new-mexico,Luna, Trump +10 ,"8,101"
new-mexico,Torrance, Trump +34 ,"7,247"
new-mexico,Socorro, Biden +6 ,"7,111"
new-mexico,Roosevelt, Trump +43 ,"6,600"
new-mexico,Sierra, Trump +21 ,"5,943"
new-mexico,Catron, Trump +48 ,"2,284"
new-mexico,Guadalupe, Biden +15 ,"2,179"
new-mexico,DeBaca, Trump +47 ,899
new-york,Manhattan, Biden +70 ,"446,861"
new-york,Tompkins, Biden +43 ,"30,851"
new-york,Monroe, Biden +9 ,"275,932"
new-york,Bronx, Biden +66 ,"329,638"
new-york,Cortland, Trump +16 ,"16,700"
new-york,Broome, Trump +8 ,"72,251"
new-york,Fulton, Trump +47 ,"17,868"
new-york,Onondaga, Biden +8 ,"176,798"
new-york,Clinton, Trump +6 ,"27,471"
new-york,Chenango, Trump +38 ,"17,241"
new-york,Brooklyn, Biden +49 ,"693,937"
new-york,Rockland, Trump +11 ,"116,024"
new-york,Suffolk, Trump +13 ,"597,934"
new-york,Albany, Biden +23 ,"121,529"
new-york,Chemung, Trump +25 ,"31,646"
new-york,Livingston, Trump +28 ,"26,333"
new-york,Otsego, Trump +16 ,"22,340"
new-york,Yates, Trump +28 ,"8,817"
new-york,Hamilton, Trump +37 ,"2,825"
new-york,Warren, Trump +12 ,"27,625"
new-york,Essex, Trump +6 ,"15,185"
new-york,Erie, Biden +5 ,"381,437"
new-york,Schenectady, Biden +7 ,"60,591"
new-york,Chautauqua, Trump +31 ,"48,428"
new-york,Putnam, Trump +20 ,"43,661"
new-york,Columbia, Biden +5 ,"27,537"
new-york,Sullivan, Trump +17 ,"26,931"
new-york,Ulster, Biden +12 ,"77,667"
new-york,Rensselaer, Trump +4 ,"65,285"
new-york,Franklin, Trump +13 ,"15,397"
new-york,Orange, Trump +10 ,"139,956"
new-york,Dutchess, Trump +3 ,"115,015"
new-york,Ontario, Trump +10 ,"47,830"
new-york,Steuben, Trump +40 ,"38,797"
new-york,Saint Lawrence, Trump +25 ,"35,519"
new-york,Cayuga, Trump +19 ,"30,296"
new-york,Madison, Trump +22 ,"27,698"
new-york,Tioga, Trump +32 ,"20,511"
new-york,Allegany, Trump +49 ,"17,271"
new-york,Oneida, Trump +25 ,"84,099"
new-york,Oswego, Trump +32 ,"44,546"
new-york,Jefferson, Trump +30 ,"35,530"
new-york,Seneca, Trump +19 ,"12,954"
new-york,Saratoga, Trump +5 ,"107,583"
new-york,Wayne, Trump +29 ,"37,425"
new-york,Genesee, Trump +41 ,"25,004"
new-york,Herkimer, Trump +39 ,"24,766"
new-york,Washington, Trump +25 ,"23,038"
new-york,Delaware, Trump +30 ,"18,712"
new-york,Schuyler, Trump +28 ,"8,220"
new-york,Niagara, Trump +19 ,"87,821"
new-york,Greene, Trump +24 ,"20,882"
new-york,Orleans, Trump +45 ,"15,625"
new-york,Schoharie, Trump +37 ,"13,374"
new-york,Cattaraugus, Trump +37 ,"30,051"
new-york,Lewis, Trump +47 ,"10,878"
new-york,Nassau, Trump +1.1 ,"572,706"
new-york,Staten Island, Trump +24 ,"178,751"
new-york,Montgomery, Trump +33 ,"17,615"
new-york,Wyoming, Trump +53 ,"17,162"
new-york,Queens, Biden +63 ,"946,572"
new-york,Westchester, Biden +29 ,"625,318"
north-carolina,Orange, Biden +51 ,"84,010"
north-carolina,Chowan, Trump +16 ,"7,754"
north-carolina,Forsyth, Biden +14 ,"198,469"
north-carolina,Cumberland, Biden +17 ,"145,598"
north-carolina,Buncombe, Biden +21 ,"160,443"
north-carolina,New Hanover, Biden +1.9 ,"129,254"
north-carolina,Wayne, Trump +12 ,"55,091"
north-carolina,Pasquotank, Biden +0.1 ,"19,512"
north-carolina,Beaufort, Trump +26 ,"26,164"
north-carolina,Wake, Biden +26 ,"623,482"
north-carolina,Pamlico, Trump +28 ,"7,572"
north-carolina,Mecklenburg, Biden +35 ,"562,643"
north-carolina,Craven, Trump +19 ,"52,675"
north-carolina,Robeson, Trump +18 ,"44,202"
north-carolina,Carteret, Trump +42 ,"42,446"
north-carolina,Polk, Trump +26 ,"12,253"
north-carolina,Mitchell, Trump +58 ,"8,960"
north-carolina,Perquimans, Trump +32 ,"7,457"
north-carolina,Randolph, Trump +56 ,"72,788"
north-carolina,Surry, Trump +52 ,"36,290"
north-carolina,Rutherford, Trump +46 ,"34,076"
north-carolina,Stanly, Trump +51 ,"33,624"
north-carolina,Edgecombe, Biden +27 ,"25,227"
north-carolina,Davidson, Trump +48 ,"84,785"
north-carolina,Rowan, Trump +36 ,"72,756"
north-carolina,Chatham, Biden +12 ,"48,308"
north-carolina,Burke, Trump +40 ,"44,182"
north-carolina,Transylvania, Trump +16 ,"20,253"
north-carolina,Anson, Biden +4 ,"11,142"
north-carolina,Avery, Trump +53 ,"9,339"
north-carolina,Jones, Trump +20 ,"5,484"
north-carolina,Cabarrus, Trump +10 ,"116,095"
north-carolina,Catawba, Trump +37 ,"82,751"
north-carolina,Franklin, Trump +13 ,"37,079"
north-carolina,Haywood, Trump +26 ,"36,265"
north-carolina,Granville, Trump +7 ,"31,316"
north-carolina,Lee, Trump +15 ,"28,851"
north-carolina,Sampson, Trump +23 ,"27,960"
north-carolina,Stokes, Trump +58 ,"25,525"
north-carolina,Davie, Trump +46 ,"25,059"
north-carolina,Bladen, Trump +14 ,"17,009"
north-carolina,Cherokee, Trump +55 ,"16,341"
north-carolina,Madison, Trump +23 ,"13,000"
north-carolina,Swain, Trump +20 ,"7,026"
north-carolina,Washington, Biden +10 ,"6,191"
north-carolina,Tyrrell, Trump +16 ,"1,812"
north-carolina,Guilford, Biden +23 ,"281,201"
north-carolina,Durham, Biden +63 ,"177,227"
north-carolina,Union, Trump +24 ,"129,475"
north-carolina,Gaston, Trump +28 ,"113,791"
north-carolina,Johnston, Trump +25 ,"110,246"
north-carolina,Iredell, Trump +33 ,"101,276"
north-carolina,Brunswick, Trump +25 ,"89,328"
north-carolina,Pitt, Biden +9 ,"86,034"
north-carolina,Alamance, Trump +9 ,"84,710"
north-carolina,Onslow, Trump +31 ,"70,117"
north-carolina,Henderson, Trump +19 ,"67,773"
north-carolina,Moore, Trump +28 ,"57,771"
north-carolina,Harnett, Trump +23 ,"57,733"
north-carolina,Nash, Biden <0.1 ,"51,826"
north-carolina,Cleveland, Trump +33 ,"51,095"
north-carolina,Lincoln, Trump +46 ,"49,850"
north-carolina,Rockingham, Trump +32 ,"47,153"
north-carolina,Caldwell, Trump +51 ,"42,438"
north-carolina,Wilson, Biden +3 ,"40,446"
north-carolina,Wilkes, Trump +57 ,"35,197"
north-carolina,Pender, Trump +30 ,"33,971"
north-carolina,Watauga, Biden +8 ,"31,771"
north-carolina,Lenoir, Trump +4 ,"28,177"
north-carolina,Columbus, Trump +28 ,"26,243"
north-carolina,Halifax, Biden +21 ,"25,485"
north-carolina,Dare, Trump +17 ,"24,061"
north-carolina,McDowell, Trump +48 ,"22,891"
north-carolina,Duplin, Trump +22 ,"22,510"
north-carolina,Hoke, Biden +11 ,"21,879"
north-carolina,Person, Trump +22 ,"21,737"
north-carolina,Jackson, Trump +8 ,"21,237"
north-carolina,Vance, Biden +19 ,"20,948"
north-carolina,Macon, Trump +38 ,"20,647"
north-carolina,Richmond, Trump +15 ,"20,597"
north-carolina,Alexander, Trump +58 ,"20,120"
north-carolina,Yadkin, Trump +61 ,"19,794"
north-carolina,Currituck, Trump +46 ,"16,006"
north-carolina,Ashe, Trump +46 ,"15,691"
north-carolina,Scotland, Trump +1.8 ,"14,632"
north-carolina,Montgomery, Trump +32 ,"12,779"
north-carolina,Martin, Trump +5 ,"12,454"
north-carolina,Caswell, Trump +18 ,"11,962"
north-carolina,Yancey, Trump +34 ,"11,282"
north-carolina,Hertford, Biden +34 ,"10,590"
north-carolina,Warren, Biden +26 ,"10,207"
north-carolina,Northampton, Biden +21 ,"10,075"
north-carolina,Bertie, Biden +21 ,"9,680"
north-carolina,Greene, Trump +12 ,"8,715"
north-carolina,Clay, Trump +50 ,"6,828"
north-carolina,Alleghany, Trump +50 ,"6,040"
north-carolina,Gates, Trump +14 ,"5,944"
north-carolina,Camden, Trump +47 ,"5,879"
north-carolina,Graham, Trump +60 ,"4,606"
north-carolina,Hyde, Trump +15 ,"2,470"
north-dakota,Rolette, Biden +32 ,"3,791"
north-dakota,Benson, Trump +14 ,"1,952"
north-dakota,Bowman, Trump +70 ,"1,643"
north-dakota,Griggs, Trump +48 ,"1,248"
north-dakota,McIntosh, Trump +61 ,"1,447"
north-dakota,Dickey, Trump +47 ,"2,408"
north-dakota,Sioux, Biden +46 ,"1,185"
north-dakota,Hettinger, Trump +68 ,"1,306"
north-dakota,Bottineau, Trump +50 ,"3,456"
north-dakota,Cavalier, Trump +51 ,"2,020"
north-dakota,Grant, Trump +68 ,"1,367"
north-dakota,Divide, Trump +53 ,"1,197"
north-dakota,Slope, Trump +79 ,426
north-dakota,Mercer, Trump +67 ,"4,668"
north-dakota,Wells, Trump +61 ,"2,372"
north-dakota,Adams, Trump +57 ,"1,266"
north-dakota,Sheridan, Trump +72 ,812
north-dakota,Barnes, Trump +31 ,"5,507"
north-dakota,Walsh, Trump +42 ,"4,762"
north-dakota,Mountrail, Trump +38 ,"4,142"
north-dakota,Towner, Trump +44 ,"1,172"
north-dakota,Logan, Trump +75 ,"1,066"
north-dakota,Ramsey, Trump +36 ,"5,362"
north-dakota,Pembina, Trump +50 ,"3,303"
north-dakota,Ransom, Trump +19 ,"2,443"
north-dakota,LaMoure, Trump +50 ,"2,206"
north-dakota,Emmons, Trump +75 ,"2,006"
north-dakota,Foster, Trump +55 ,"1,748"
north-dakota,Renville, Trump +64 ,"1,305"
north-dakota,Ward, Trump +45 ,"28,159"
north-dakota,Richland, Trump +33 ,"7,757"
north-dakota,Eddy, Trump +37 ,"1,257"
north-dakota,McLean, Trump +54 ,"5,491"
north-dakota,Dunn, Trump +69 ,"2,328"
north-dakota,Nelson, Trump +31 ,"1,774"
north-dakota,Burleigh, Trump +40 ,"50,465"
north-dakota,Morton, Trump +50 ,"16,603"
north-dakota,Traill, Trump +25 ,"4,131"
north-dakota,Kidder, Trump +68 ,"1,450"
north-dakota,Steele, Trump +24 ,"1,085"
north-dakota,Oliver, Trump +74 ,"1,063"
north-dakota,Billings, Trump +74 ,633
north-dakota,Cass, Trump +3 ,"85,906"
north-dakota,McHenry, Trump +60 ,"2,974"
north-dakota,Golden Valley, Trump +72 ,"1,024"
north-dakota,Burke, Trump +62 ,"1,332"
north-dakota,Pierce, Trump +45 ,"2,378"
north-dakota,Williams, Trump +67 ,"14,285"
north-dakota,Grand Forks, Trump +13 ,"30,915"
north-dakota,Stark, Trump +64 ,"15,019"
north-dakota,Stutsman, Trump +43 ,"9,939"
north-dakota,McKenzie, Trump +68 ,"5,412"
north-dakota,Sargent, Trump +20 ,"2,313"
oklahoma,Cimarron, Trump +85 ,"1,050"
oklahoma,Beaver, Trump +82 ,"2,174"
oklahoma,Texas, Trump +65 ,"5,520"
oklahoma,Harmon, Trump +61 ,933
oklahoma,Woods, Trump +65 ,"3,673"
oklahoma,Custer, Trump +53 ,"10,677"
oklahoma,Kiowa, Trump +58 ,"3,421"
oklahoma,Harper, Trump +80 ,"1,484"
oklahoma,Pontotoc, Trump +44 ,"15,298"
oklahoma,Cotton, Trump +67 ,"2,572"
oklahoma,Alfalfa, Trump +77 ,"2,261"
oklahoma,Noble, Trump +57 ,"4,930"
oklahoma,Tillman, Trump +55 ,"2,708"
oklahoma,Grant, Trump +73 ,"2,226"
oklahoma,Tulsa, Trump +16 ,"266,164"
oklahoma,Woodward, Trump +72 ,"7,781"
oklahoma,Washita, Trump +73 ,"4,767"
oklahoma,Jefferson, Trump +72 ,"2,382"
oklahoma,Ellis, Trump +81 ,"1,871"
oklahoma,Payne, Trump +23 ,"29,583"
oklahoma,Okmulgee, Trump +37 ,"14,289"
oklahoma,Jackson, Trump +58 ,"8,219"
oklahoma,Okfuskee, Trump +54 ,"4,019"
oklahoma,Blaine, Trump +63 ,"3,898"
oklahoma,Major, Trump +80 ,"3,465"
oklahoma,Cleveland, Trump +14 ,"119,591"
oklahoma,Carter, Trump +53 ,"19,479"
oklahoma,Garvin, Trump +64 ,"10,905"
oklahoma,Dewey, Trump +81 ,"2,355"
oklahoma,Oklahoma, Trump +1.1 ,"294,460"
oklahoma,Canadian, Trump +43 ,"61,857"
oklahoma,Rogers, Trump +55 ,"44,498"
oklahoma,Comanche, Trump +20 ,"35,616"
oklahoma,Wagoner, Trump +50 ,"35,204"
oklahoma,Creek, Trump +55 ,"30,473"
oklahoma,Pottawatomie, Trump +46 ,"28,167"
oklahoma,Muskogee, Trump +34 ,"25,035"
oklahoma,Washington, Trump +48 ,"23,493"
oklahoma,Grady, Trump +62 ,"23,047"
oklahoma,Garfield, Trump +54 ,"22,412"
oklahoma,Logan, Trump +47 ,"21,558"
oklahoma,Osage, Trump +40 ,"20,520"
oklahoma,McClain, Trump +61 ,"19,201"
oklahoma,Stephens, Trump +65 ,"19,046"
oklahoma,LeFlore, Trump +63 ,"18,787"
oklahoma,Pittsburg, Trump +56 ,"17,900"
oklahoma,Cherokee, Trump +29 ,"17,697"
oklahoma,Kay, Trump +51 ,"17,240"
oklahoma,Delaware, Trump +58 ,"17,218"
oklahoma,Mayes, Trump +55 ,"16,619"
oklahoma,Bryan, Trump +56 ,"15,944"
oklahoma,Sequoyah, Trump +59 ,"15,386"
oklahoma,Lincoln, Trump +63 ,"14,869"
oklahoma,McCurtain, Trump +67 ,"11,458"
oklahoma,Ottawa, Trump +51 ,"11,436"
oklahoma,Caddo, Trump +44 ,"9,848"
oklahoma,Seminole, Trump +46 ,"8,334"
oklahoma,McIntosh, Trump +50 ,"8,308"
oklahoma,Beckham, Trump +72 ,"7,933"
oklahoma,Adair, Trump +59 ,"7,078"
oklahoma,Pawnee, Trump +57 ,"6,774"
oklahoma,Kingfisher, Trump +72 ,"6,457"
oklahoma,Marshall, Trump +63 ,"6,059"
oklahoma,Craig, Trump +58 ,"6,032"
oklahoma,Murray, Trump +59 ,"5,892"
oklahoma,Choctaw, Trump +62 ,"5,829"
oklahoma,Atoka, Trump +70 ,"5,371"
oklahoma,Haskell, Trump +67 ,"5,006"
oklahoma,Hughes, Trump +61 ,"4,857"
oklahoma,Pushmataha, Trump +71 ,"4,738"
oklahoma,Nowata, Trump +66 ,"4,391"
oklahoma,Latimer, Trump +63 ,"4,247"
oklahoma,Johnston, Trump +64 ,"4,239"
oklahoma,Love, Trump +64 ,"4,072"
oklahoma,Coal, Trump +68 ,"2,523"
oklahoma,Greer, Trump +65 ,"1,972"
oklahoma,Roger Mills, Trump +80 ,"1,831"
oregon,Clackamas, Biden +19 ,"187,952"
oregon,Benton, Biden +40 ,"52,134"
oregon,Washington, Biden +35 ,"293,522"
oregon,Marion, Biden +1.5 ,"149,009"
oregon,Lake, Trump +61 ,"4,336"
oregon,Crook, Trump +49 ,"15,165"
oregon,Malheur, Trump +42 ,"11,653"
oregon,Gilliam, Trump +43 ,"1,172"
oregon,Multnomah, Biden +61 ,"454,246"
oregon,Lane, Biden +24 ,"218,521"
oregon,Jackson, Trump +4 ,"125,184"
oregon,Deschutes, Biden +8 ,"121,732"
oregon,Linn, Trump +24 ,"71,148"
oregon,Douglas, Trump +38 ,"63,107"
oregon,Yamhill, Trump +4 ,"54,767"
oregon,Josephine, Trump +26 ,"50,205"
oregon,Polk, Trump +1.8 ,"47,279"
oregon,Coos, Trump +20 ,"36,484"
oregon,Klamath, Trump +41 ,"36,331"
oregon,Umatilla, Trump +32 ,"32,539"
oregon,Columbia, Trump +10 ,"31,518"
oregon,Lincoln, Biden +16 ,"30,441"
oregon,Clatsop, Biden +11 ,"22,758"
oregon,Tillamook, Trump +2 ,"16,725"
oregon,Union, Trump +41 ,"14,862"
oregon,Curry, Trump +16 ,"14,843"
oregon,Wasco, Trump +4 ,"13,904"
oregon,Hood River, Biden +37 ,"12,745"
oregon,Jefferson, Trump +23 ,"11,666"
oregon,Baker, Trump +50 ,"9,878"
oregon,Wallowa, Trump +35 ,"5,128"
oregon,Morrow, Trump +44 ,"5,060"
oregon,Grant, Trump +57 ,"4,577"
oregon,Harney, Trump +58 ,"4,465"
oregon,Sherman, Trump +55 ,"1,197"
oregon,Wheeler, Trump +51 ,963
rhode-island,New Shoreham, Biden +58 ,912
rhode-island,Central Falls, Biden +45 ,"4,009"
rhode-island,Providence, Biden +63 ,"55,340"
rhode-island,Pawtucket, Biden +43 ,"24,480"
rhode-island,Bristol, Biden +19 ,"11,277"
rhode-island,North Providence, Biden +13 ,"16,461"
rhode-island,Woonsocket, Biden +7 ,"13,459"
rhode-island,Newport, Biden +48 ,"10,254"
rhode-island,Cranston, Biden +13 ,"39,631"
rhode-island,Johnston, Trump +9 ,"14,932"
rhode-island,Lincoln, Biden +6 ,"12,327"
rhode-island,Barrington, Biden +45 ,"10,487"
rhode-island,Tiverton, Biden +12 ,"9,095"
rhode-island,Warwick, Biden +13 ,"45,046"
rhode-island,Smithfield, Trump +1.9 ,"11,266"
rhode-island,Narragansett, Biden +19 ,"8,799"
rhode-island,East Greenwich, Biden +23 ,"8,331"
rhode-island,Scituate, Trump +17 ,"6,531"
rhode-island,North Kingstown, Biden +21 ,"16,795"
rhode-island,South Kingstown, Biden +37 ,"16,117"
rhode-island,Portsmouth, Biden +24 ,"10,585"
rhode-island,Middletown, Biden +30 ,"8,321"
rhode-island,Foster, Trump +13 ,"2,789"
rhode-island,East Providence, Biden +29 ,"22,526"
rhode-island,Coventry, Trump +7 ,"19,488"
rhode-island,Cumberland, Biden +12 ,"19,205"
rhode-island,West Warwick, Biden +5 ,"13,665"
rhode-island,Westerly, Biden +13 ,"12,418"
rhode-island,Burrillville, Trump +18 ,"8,396"
rhode-island,North Smithfield, Trump +1.3 ,"7,015"
rhode-island,Glocester, Trump +13 ,"5,954"
rhode-island,Warren, Biden +21 ,"5,734"
rhode-island,Charlestown, Biden +13 ,"5,100"
rhode-island,Hopkinton, Trump +3 ,"4,697"
rhode-island,Richmond, Trump +0.2 ,"4,664"
rhode-island,Exeter, Trump +2.0 ,"3,974"
rhode-island,Jamestown, Biden +39 ,"3,972"
rhode-island,West Greenwich, Trump +15 ,"3,883"
rhode-island,Little Compton, Biden +22 ,"2,468"
south-carolina,Allendale, Biden +53 ,"3,585"
south-carolina,Horry, Trump +43 ,"146,380"
south-carolina,Bamberg, Biden +25 ,"6,470"
south-carolina,Orangeburg, Biden +33 ,"41,143"
south-carolina,Richland, Biden +38 ,"192,861"
south-carolina,Laurens, Trump +32 ,"30,434"
south-carolina,Pickens, Trump +51 ,"57,375"
south-carolina,Marion, Biden +21 ,"14,661"
south-carolina,Barnwell, Trump +7 ,"10,313"
south-carolina,Cherokee, Trump +44 ,"25,264"
south-carolina,Lexington, Trump +30 ,"144,237"
south-carolina,Dorchester, Trump +14 ,"69,066"
south-carolina,Chesterfield, Trump +20 ,"18,854"
south-carolina,Abbeville, Trump +29 ,"14,552"
south-carolina,Calhoun, Trump +5 ,"8,286"
south-carolina,Greenville, Trump +18 ,"256,951"
south-carolina,Charleston, Biden +13 ,"218,090"
south-carolina,Spartanburg, Trump +27 ,"147,309"
south-carolina,York, Trump +16 ,"140,852"
south-carolina,Berkeley, Trump +12 ,"104,247"
south-carolina,Beaufort, Trump +10 ,"97,397"
south-carolina,Anderson, Trump +42 ,"95,693"
south-carolina,Aiken, Trump +23 ,"85,130"
south-carolina,Florence, Trump +2 ,"63,813"
south-carolina,Lancaster, Trump +23 ,"49,583"
south-carolina,Sumter, Biden +13 ,"48,787"
south-carolina,Oconee, Trump +47 ,"40,592"
south-carolina,Georgetown, Trump +13 ,"36,573"
south-carolina,Kershaw, Trump +23 ,"33,607"
south-carolina,Darlington, Trump +5 ,"32,371"
south-carolina,Greenwood, Trump +23 ,"31,886"
south-carolina,Colleton, Trump +10 ,"19,205"
south-carolina,Newberry, Trump +24 ,"18,574"
south-carolina,Clarendon, Trump +0.7 ,"16,731"
south-carolina,Williamsburg, Biden +30 ,"15,969"
south-carolina,Chester, Trump +11 ,"15,754"
south-carolina,Jasper, Biden +0.7 ,"14,889"
south-carolina,Edgefield, Trump +24 ,"13,303"
south-carolina,Union, Trump +25 ,"13,255"
south-carolina,Dillon, Trump +1.1 ,"13,096"
south-carolina,Fairfield, Biden +23 ,"12,116"
south-carolina,Marlboro, Biden +11 ,"11,415"
south-carolina,Hampton, Biden +15 ,"9,279"
south-carolina,Saluda, Trump +35 ,"9,228"
south-carolina,Lee, Biden +28 ,"8,397"
south-carolina,McCormick, Trump +5 ,"5,695"
south-dakota,Buffalo, Biden +31 ,546
south-dakota,Miner, Trump +41 ,"1,138"
south-dakota,Roberts, Trump +13 ,"4,307"
south-dakota,Oglala Lakota, Biden +79 ,"3,195"
south-dakota,Clark, Trump +51 ,"1,850"
south-dakota,Hyde, Trump +60 ,710
south-dakota,Bon Homme, Trump +50 ,"3,001"
south-dakota,Perkins, Trump +70 ,"1,669"
south-dakota,Grant, Trump +42 ,"3,744"
south-dakota,Hanson, Trump +52 ,"2,388"
south-dakota,Hand, Trump +58 ,"1,836"
south-dakota,Bennett, Trump +19 ,"1,182"
south-dakota,Harding, Trump +86 ,813
south-dakota,Jones, Trump +68 ,599
south-dakota,Tripp, Trump +62 ,"2,695"
south-dakota,Aurora, Trump +52 ,"1,405"
south-dakota,Potter, Trump +66 ,"1,380"
south-dakota,Jerauld, Trump +45 ,"1,005"
south-dakota,Mellette, Trump +20 ,769
south-dakota,Charles Mix, Trump +36 ,"3,780"
south-dakota,Moody, Trump +24 ,"3,206"
south-dakota,Kingsbury, Trump +39 ,"2,779"
south-dakota,Douglas, Trump +73 ,"1,707"
south-dakota,Jackson, Trump +34 ,"1,115"
south-dakota,Todd, Biden +56 ,"2,539"
south-dakota,Lyman, Trump +32 ,"1,596"
south-dakota,Butte, Trump +58 ,"4,794"
south-dakota,Turner, Trump +47 ,"4,548"
south-dakota,Day, Trump +28 ,"2,964"
south-dakota,Deuel, Trump +46 ,"2,350"
south-dakota,Edmunds, Trump +56 ,"1,985"
south-dakota,Minnehaha, Trump +9 ,"92,321"
south-dakota,Pennington, Trump +25 ,"57,518"
south-dakota,Lincoln, Trump +24 ,"32,455"
south-dakota,Brown, Trump +17 ,"17,546"
south-dakota,Brookings, Trump +13 ,"14,567"
south-dakota,Lawrence, Trump +30 ,"13,828"
south-dakota,Meade, Trump +48 ,"13,670"
south-dakota,Codington, Trump +39 ,"13,161"
south-dakota,Yankton, Trump +24 ,"10,900"
south-dakota,Union, Trump +36 ,"8,864"
south-dakota,Hughes, Trump +29 ,"8,720"
south-dakota,Davison, Trump +35 ,"8,454"
south-dakota,Beadle, Trump +38 ,"7,081"
south-dakota,Lake, Trump +27 ,"5,873"
south-dakota,Clay, Biden +11 ,"5,696"
south-dakota,Custer, Trump +42 ,"5,494"
south-dakota,Fall River, Trump +45 ,"4,040"
south-dakota,Hutchinson, Trump +58 ,"3,767"
south-dakota,Spink, Trump +35 ,"3,163"
south-dakota,Hamlin, Trump +56 ,"3,083"
south-dakota,McCook, Trump +45 ,"2,900"
south-dakota,Walworth, Trump +54 ,"2,580"
south-dakota,Brule, Trump +43 ,"2,490"
south-dakota,Gregory, Trump +58 ,"2,259"
south-dakota,Marshall, Trump +20 ,"2,178"
south-dakota,Dewey, Biden +17 ,"1,966"
south-dakota,Stanley, Trump +47 ,"1,652"
south-dakota,McPherson, Trump +64 ,"1,324"
south-dakota,Corson, Trump +1.9 ,"1,283"
south-dakota,Sanborn, Trump +55 ,"1,185"
south-dakota,Faulk, Trump +65 ,"1,182"
south-dakota,Haakon, Trump +81 ,"1,137"
south-dakota,Sully, Trump +58 ,930
south-dakota,Ziebach, Biden +8 ,906
south-dakota,Campbell, Trump +72 ,873
utah,Salt Lake, Biden +16 ,"338,605"
utah,Weber, Trump +14 ,"69,750"
utah,Box Elder, Trump +59 ,"17,200"
utah,Summit, Biden +31 ,"18,130"
utah,Millard, Trump +76 ,"4,887"
utah,San Juan, Trump +3 ,"5,243"
utah,Davis, Trump +24 ,"137,689"
utah,Utah, Trump +38 ,"214,453"
utah,Cache, Trump +36 ,"49,479"
utah,Iron, Trump +55 ,"19,156"
utah,Emery, Trump +75 ,"4,816"
utah,Carbon, Trump +45 ,"8,822"
utah,Grand, Biden +11 ,"5,027"
